location,category,chambres,salles_de_bains,superficie,type_de_transaction,date,price
"Tunis, Carthage",Maisons et Villas,6.0,2.0,450.0,À Louer,29 janvier 2020,3200.0
"Tunis, Menzah",Bureaux et Plateaux,4.0,1.0,80.0,À Vendre,29 janvier 2020,1000.0
"Tunis, Autres villes",Appartements,3.0,2.0,170.0,À Louer,29 janvier 2020,2000.0
"Tunis, Sidi Daoud",Appartements,2.0,1.0,145.0,À Louer,29 janvier 2020,160.0
"Tunis, El Omrane supérieur",Maisons et Villas,2.0,1.0,70.0,À Louer,29 janvier 2020,350.0
"Tunis, La Marsa",Appartements,1.0,1.0,100.0,À Louer,29 janvier 2020,2000.0
"Tunis, La Marsa",Appartements,3.0,2.0,200.0,À Louer,29 janvier 2020,3500.0
"Tunis, Sidi Hassine",Maisons et Villas,3.0,1.0,70.0,À Louer,29 janvier 2020,250.0
"Tunis, Hraïria",Appartements,4.0,2.0,105.0,À Louer,29 janvier 2020,520.0
"Tunis, Autres villes",Colocations,2.0,2.0,80.0,À Louer,29 janvier 2020,375.0
"Tunis, Autres villes",Terrains et Fermes,,,,,29 janvier 2020,0.0
"Tunis, Autres villes",Terrains et Fermes,,,,,29 janvier 2020,480000.0
"Tunis, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,15000.0
"Tunis, Le Bardo",Colocations,1.0,1.0,80.0,À Louer,28 janvier 2020,170.0
"Tunis, Autres villes",Maisons et Villas,1.0,1.0,60.0,À Louer,28 janvier 2020,350.0
"Tunis, Sidi Daoud",Terrains et Fermes,,,,,28 janvier 2020,0.0
"Tunis, Autres villes",Appartements,4.0,1.0,118.0,À Vendre,28 janvier 2020,300000.0
"Tunis, Menzah",Maisons et Villas,1.0,1.0,1.0,À Vendre,28 janvier 2020,1.0
"Tunis, Tunis",Autre Immobilier,,,,,28 janvier 2020,1.0
"Tunis, El Omrane supérieur",Appartements,3.0,0.0,90.0,À Louer,28 janvier 2020,450.0
"Tunis, Manar",Locations de vacances,3.0,2.0,135.0,À Vendre,28 janvier 2020,250000.0
"Tunis, Manar",Appartements,3.0,2.0,135.0,À Vendre,28 janvier 2020,250000.0
"Tunis, Centre Ville - Lafayette",Autre Immobilier,,,,,28 janvier 2020,3400000.0
"Tunis, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,800.0
"Tunis, Manar",Colocations,2.0,1.0,0.0,À Louer,28 janvier 2020,200.0
"Tunis, Centre Urbain Nord",Appartements,4.0,3.0,200.0,À Louer,28 janvier 2020,2200.0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",2.0,2.0,47.0,À Louer,28 janvier 2020,1000.0
"Tunis, La Marsa",Appartements,3.0,1.0,75.0,À Louer,28 janvier 2020,780.0
"Tunis, Tunis",Appartements,3.0,1.0,87.0,À Vendre,28 janvier 2020,100000.0
"Tunis, Autres villes",Appartements,2.0,2.0,2.0,À Louer,28 janvier 2020,0.0
"Tunis, Autres villes",Bureaux et Plateaux,3.0,2.0,58.0,À Vendre,28 janvier 2020,2100.0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",0.0,40.0,,À Louer,28 janvier 2020,1000.0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",1.0,100.0,,À Vendre,28 janvier 2020,0.0
"Tunis, Autres villes",Appartements,2.0,1.0,50.0,À Louer,28 janvier 2020,390.0
"Tunis, Autres villes",Maisons et Villas,10.0,6.0,1000.0,À Vendre,28 janvier 2020,1250000.0
"Tunis, Autres villes",Appartements,2.0,1.0,50.0,À Louer,28 janvier 2020,800.0
"Tunis, Autres villes",Appartements,5.0,2.0,100.0,À Vendre,28 janvier 2020,110.0
"Tunis, Menzah",Terrains et Fermes,,,,,28 janvier 2020,29000.0
"Tunis, Tunis",Maisons et Villas,2.0,1.0,120.0,À Louer,28 janvier 2020,0.0
"Tunis, Le Bardo","Magasins, Commerces et Locaux industriels",2.0,3.0,1600.0,À Louer,28 janvier 2020,4000.0
"Tunis, Autres villes",Maisons et Villas,950.0,950.0,,À Vendre,28 janvier 2020,0.0
"Tunis, Le Bardo",Appartements,1.0,70.0,,À Louer,28 janvier 2020,250.0
"Tunis, Autres villes",Appartements,1.0,90.0,,À Louer,28 janvier 2020,0.0
"Tunis, Carthage",Maisons et Villas,4.0,2.0,200.0,À Louer,28 janvier 2020,3000.0
"Tunis, Autres villes",Appartements,2.0,1.0,90.0,À Louer,28 janvier 2020,1000.0
"Tunis, Le Kram",Maisons et Villas,3.0,2.0,280.0,À Vendre,28 janvier 2020,480000.0
"Tunis, Autres villes",Appartements,1.0,1.0,37.0,À Vendre,28 janvier 2020,160000.0
"Tunis, Autres villes",Appartements,3.0,1.0,45.0,À Vendre,28 janvier 2020,80.0
"Tunis, L'aouina","Magasins, Commerces et Locaux industriels",1.0,75.0,,À Vendre,28 janvier 2020,210000.0
"Tunis, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,17000.0
"Tunis, Autres villes",Maisons et Villas,3.0,5.0,5.0,À Vendre,28 janvier 2020,25.0
"Tunis, El Ouardia",Appartements,2.0,1.0,70.0,À Louer,28 janvier 2020,0.0
"Tunis, Ettahrir",Maisons et Villas,3.0,1.0,100.0,À Louer,28 janvier 2020,500.0
"Tunis, Hraïria","Magasins, Commerces et Locaux industriels",1.0,1.0,260.0,À Louer,28 janvier 2020,1200.0
"Tunis, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,190900.0
"Tunis, Mutuelleville",Appartements,1.0,1.0,33.0,À Louer,28 janvier 2020,700.0
"Tunis, Tunis",Bureaux et Plateaux,17.0,7.0,1050.0,À Louer,28 janvier 2020,8500.0
"Tunis, Manar",Appartements,1.0,1.0,50.0,À Vendre,28 janvier 2020,130000.0
"Tunis, Tunis",Bureaux et Plateaux,2.0,2.0,2200.0,À Vendre,28 janvier 2020,0.0
"Tunis, Manar",Appartements,1.0,1.0,40.0,À Louer,28 janvier 2020,1000.0
"Tunis, El Omrane supérieur",Autre Immobilier,,,,,28 janvier 2020,350.0
"Tunis, El Omrane supérieur",Appartements,3.0,1.0,1.0,À Louer,28 janvier 2020,0.0
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",1.0,1.0,60.0,À Vendre,28 janvier 2020,140000.0
"Tunis, Autres villes",Autre Immobilier,,,,,28 janvier 2020,200000.0
"Tunis, La Marsa",Appartements,3.0,2.0,179.0,À Vendre,28 janvier 2020,650000.0
"Tunis, El Ouardia",Appartements,2.0,1.0,40.0,À Louer,28 janvier 2020,380.0
"Tunis, Le Bardo",Appartements,2.0,1.0,150.0,À Louer,28 janvier 2020,500.0
"Tunis, Carthage",Maisons et Villas,6.0,4.0,200.0,À Vendre,28 janvier 2020,800000.0
"Tunis, Autres villes",Locations de vacances,1.0,1.0,150.0,À Louer,28 janvier 2020,80.0
"Tunis, El Ouardia",Maisons et Villas,3.0,2.0,110.0,À Louer,28 janvier 2020,900.0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",0.0,0.0,100.0,À Vendre,28 janvier 2020,35000.0
"Tunis, Le Bardo",Appartements,3.0,1.0,130.0,À Louer,28 janvier 2020,650.0
"Tunis, Le Kram","Magasins, Commerces et Locaux industriels",1.0,1.0,35.0,À Vendre,28 janvier 2020,0.0
"Tunis, La Marsa",Terrains et Fermes,,,,,28 janvier 2020,0.0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",2.0,1.0,100.0,À Louer,28 janvier 2020,4000.0
"Tunis, Carthage",Appartements,2.0,2.0,117.0,À Vendre,28 janvier 2020,353000.0
"Tunis, Menzah",Maisons et Villas,5.0,3.0,540.0,À Louer,28 janvier 2020,2000.0
"Tunis, La Marsa",Appartements,6.0,4.0,320.0,À Vendre,28 janvier 2020,790000.0
"Tunis, Le Kram",Appartements,3.0,2.0,141.0,À Louer,28 janvier 2020,1000.0
"Tunis, Autres villes",Appartements,2.0,1.0,150.0,À Louer,28 janvier 2020,500.0
"Tunis, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,0.0
"Tunis, Menzah",Bureaux et Plateaux,2.0,2.0,70.0,À Louer,28 janvier 2020,901.0
"Tunis, Centre Urbain Nord",Appartements,-2.0,1.0,125.0,À Louer,28 janvier 2020,950.0
"Tunis, La Marsa",Maisons et Villas,5.0,3.0,800.0,À Louer,28 janvier 2020,7500.0
"Tunis, Le Kram",Maisons et Villas,6.0,2.0,337.0,À Vendre,28 janvier 2020,0.0
"Tunis, El Omrane supérieur",Maisons et Villas,2.0,1.0,110.0,À Louer,28 janvier 2020,400000.0
"Tunis, L'aouina",Appartements,2.0,1.0,101.0,À Louer,28 janvier 2020,900.0
"Tunis, Le Bardo",Appartements,2.0,1.0,80.0,À Vendre,28 janvier 2020,70000.0
"Tunis, Le Bardo","Magasins, Commerces et Locaux industriels",2.0,1.0,40.0,À Vendre,28 janvier 2020,15000.0
"Tunis, El Ouardia",Maisons et Villas,5.0,2.0,402.0,À Vendre,28 janvier 2020,600.0
"Tunis, La Marsa",Maisons et Villas,5.0,4.0,677.0,À Vendre,28 janvier 2020,1350000.0
"Tunis, El Ouardia",Appartements,4.0,1.0,143.0,À Vendre,28 janvier 2020,230.0
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",1.0,1.0,35.0,À Louer,28 janvier 2020,50000.0
"Tunis, La Marsa",Appartements,2.0,1.0,117.0,À Vendre,28 janvier 2020,0.0
"Tunis, L'aouina",Bureaux et Plateaux,1.0,1.0,70.0,À Louer,28 janvier 2020,0.0
"Tunis, L'aouina",Maisons et Villas,3.0,1.0,467.0,À Vendre,28 janvier 2020,0.0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",1.0,1.0,17.0,À Louer,28 janvier 2020,450.0
"Tunis, Centre Ville - Lafayette",Colocations,1.0,1.0,20.0,À Louer,28 janvier 2020,0.0
"Tunis, La Marsa",Appartements,3.0,3.0,230.0,À Louer,28 janvier 2020,6000.0
"Tunis, La Marsa",Appartements,3.0,3.0,210.0,À Louer,28 janvier 2020,3250.0
"Tunis, Centre Ville - Lafayette",Bureaux et Plateaux,18.0,3.0,516.0,À Louer,28 janvier 2020,7800.0
"Tunis, Autres villes",Bureaux et Plateaux,10.0,6.0,520.0,À Louer,28 janvier 2020,0.0
"Tunis, La Marsa",Appartements,1.0,1.0,61.0,À Vendre,28 janvier 2020,150000.0
"Tunis, El Omrane supérieur",Maisons et Villas,2.0,1.0,68.0,À Louer,28 janvier 2020,360.0
"Tunis, Le Kram",Appartements,7.0,3.0,200.0,À Vendre,28 janvier 2020,520000.0
"Tunis, La Marsa",Bureaux et Plateaux,1.0,1.0,300.0,À Louer,28 janvier 2020,3500.0
"Tunis, Le Kram",Appartements,3.0,2.0,170.0,À Vendre,28 janvier 2020,0.0
"Tunis, El Ouardia",Maisons et Villas,10.0,3.0,3.0,À Vendre,28 janvier 2020,0.0
"Tunis, Tunis",Appartements,1.0,1.0,40.0,À Louer,28 janvier 2020,450.0
"Tunis, Menzah",Maisons et Villas,4.0,2.0,300.0,À Vendre,28 janvier 2020,400000.0
"Tunis, L'aouina",Locations de vacances,1.0,1.0,75.0,À Louer,28 janvier 2020,75.0
"Tunis, L'aouina",Appartements,1.0,1.0,60.0,À Vendre,28 janvier 2020,172000.0
"Tunis, L'aouina",Appartements,1.0,1.0,60.0,À Louer,28 janvier 2020,80.0
"Tunis, La Marsa",Maisons et Villas,4.0,4.0,266.0,À Vendre,28 janvier 2020,850000.0
"Tunis, El Omrane supérieur",Maisons et Villas,2.0,1.0,100.0,À Vendre,28 janvier 2020,140000.0
"Tunis, Menzah",Appartements,4.0,1.0,150.0,À Louer,28 janvier 2020,1600.0
"Tunis, La Marsa",Terrains et Fermes,,,,,28 janvier 2020,1250000.0
"Tunis, Le Bardo",Maisons et Villas,4.0,1.0,1.0,À Louer,28 janvier 2020,700.0
"Tunis, Le Bardo",Maisons et Villas,2.0,1.0,,À Louer,28 janvier 2020,500.0
"Tunis, Carthage",Maisons et Villas,9.0,4.0,452.0,À Vendre,28 janvier 2020,1200000.0
"Tunis, L'aouina",Maisons et Villas,2.0,1.0,80.0,À Louer,28 janvier 2020,0.0
"Tunis, La Marsa",Terrains et Fermes,,,,,28 janvier 2020,765000.0
"Tunis, La Marsa",Terrains et Fermes,,,,,28 janvier 2020,440000.0
"Tunis, La Marsa",Terrains et Fermes,,,,,28 janvier 2020,363000.0
"Tunis, La Marsa",Appartements,2.0,1.0,120.0,À Vendre,28 janvier 2020,220000.0
"Tunis, La Marsa",Appartements,3.0,110.0,,À Vendre,28 janvier 2020,360000.0
"Tunis, L'aouina","Magasins, Commerces et Locaux industriels",2.0,115.0,,À Louer,28 janvier 2020,240000.0
"Tunis, Autres villes",Appartements,2.0,1.0,97.0,À Louer,28 janvier 2020,800.0
"Tunis, Autres villes",Appartements,3.0,1.0,104.0,À Vendre,28 janvier 2020,170000.0
"Tunis, Autres villes",Maisons et Villas,1.0,1.0,40.0,À Louer,28 janvier 2020,800.0
"Tunis, Sidi Bou Said",Appartements,1.0,1.0,130.0,À Louer,28 janvier 2020,2000.0
"Tunis, Le Kram","Magasins, Commerces et Locaux industriels",1.0,1.0,90.0,À Vendre,28 janvier 2020,450000.0
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",2.0,1.0,266.0,À Vendre,28 janvier 2020,720000.0
"Tunis, La Marsa",Terrains et Fermes,,,,,28 janvier 2020,1110000.0
"Tunis, La Marsa",Appartements,3.0,2.0,120.0,À Louer,28 janvier 2020,1550.0
"Tunis, La Marsa",Appartements,3.0,250.0,,À Louer,28 janvier 2020,6500.0
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",3.0,3.0,402.0,À Vendre,28 janvier 2020,450000.0
"Tunis, Manar",Appartements,1.0,1.0,50.0,À Louer,28 janvier 2020,800.0
"Tunis, Menzah",Appartements,4.0,2.0,180.0,À Vendre,28 janvier 2020,180000.0
"Tunis, La Marsa",Terrains et Fermes,,,,,28 janvier 2020,534600.0
"Tunis, Autres villes",Appartements,2.0,1.0,74.0,À Louer,28 janvier 2020,800.0
"Tunis, Menzah",Maisons et Villas,5.0,2.0,480.0,À Vendre,28 janvier 2020,950000.0
"Tunis, Carthage",Maisons et Villas,6.0,4.0,760.0,À Vendre,28 janvier 2020,4800000.0
"Tunis, Tunis",Appartements,1.0,1.0,1.0,À Louer,28 janvier 2020,350.0
"Tunis, Tunis",Appartements,2.0,1.0,1.0,À Louer,28 janvier 2020,450.0
"Tunis, Menzah",Appartements,3.0,1.0,80.0,À Louer,28 janvier 2020,600.0
"Tunis, L'aouina",Appartements,2.0,1.0,54.0,À Vendre,28 janvier 2020,0.0
"Tunis, Centre Ville - Lafayette","Magasins, Commerces et Locaux industriels",2.0,2.0,25.0,À Louer,28 janvier 2020,500.0
"Tunis, La Goulette",Appartements,2.0,130.0,,À Louer,28 janvier 2020,1800.0
"Tunis, Menzah",Maisons et Villas,3.0,1.0,200.0,À Louer,28 janvier 2020,1300.0
"Tunis, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,0.0
"Tunis, Autres villes",Maisons et Villas,5.0,2.0,200.0,À Vendre,28 janvier 2020,450000.0
"Tunis, Autres villes",Maisons et Villas,5.0,2.0,250.0,À Vendre,28 janvier 2020,270.0
"Tunis, Autres villes",Maisons et Villas,1.0,8.0,84.0,À Louer,28 janvier 2020,50.0
"Tunis, La Marsa",Maisons et Villas,4.0,3.0,500.0,À Louer,28 janvier 2020,7500.0
"Tunis, Le Bardo",Appartements,3.0,1.0,60.0,À Louer,28 janvier 2020,180.0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",1.0,1.0,20.0,À Louer,28 janvier 2020,500.0
"Tunis, Le Kram",Bureaux et Plateaux,3.0,4.0,450.0,À Louer,28 janvier 2020,5625.0
"Tunis, Carthage",Maisons et Villas,6.0,3.0,500.0,À Louer,28 janvier 2020,7500.0
"Tunis, La Goulette",Appartements,2.0,1.0,118.0,À Vendre,28 janvier 2020,380000.0
"Tunis, La Marsa",Terrains et Fermes,,,,,28 janvier 2020,600.0
"Tunis, El Omrane supérieur",Appartements,1.0,1.0,1.0,À Louer,28 janvier 2020,250.0
"Tunis, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,0.0
"Tunis, Carthage",Maisons et Villas,5.0,4.0,320.0,À Louer,28 janvier 2020,5000.0
"Tunis, La Marsa",Appartements,1.0,1.0,65.0,À Louer,28 janvier 2020,1500.0
"Tunis, Centre Urbain Nord",Appartements,1.0,1.0,50.0,À Vendre,28 janvier 2020,50000.0
"Tunis, Centre Ville - Lafayette","Magasins, Commerces et Locaux industriels",1.0,40.0,,À Vendre,28 janvier 2020,1.0
"Tunis, Le Bardo",Maisons et Villas,4.0,1.0,140.0,À Louer,28 janvier 2020,750.0
"Tunis, La Marsa",Appartements,4.0,3.0,236.0,À Vendre,28 janvier 2020,630000.0
"Tunis, Tunis",Terrains et Fermes,,,,,28 janvier 2020,0.0
"Tunis, Tunis",Appartements,1.0,1.0,1.0,À Louer,28 janvier 2020,0.0
"Tunis, La Marsa",Maisons et Villas,5.0,3.0,620.0,À Vendre,27 janvier 2020,0.0
"Tunis, Menzah","Magasins, Commerces et Locaux industriels",2.0,1.0,60.0,À Louer,27 janvier 2020,3000.0
"Tunis, L'aouina",Maisons et Villas,4.0,2.0,200.0,À Louer,27 janvier 2020,1400.0
"Tunis, Tunis",Maisons et Villas,5.0,1.0,180.0,À Vendre,27 janvier 2020,0.0
"Tunis, Le Bardo",Maisons et Villas,6.0,2.0,9999.0,À Vendre,27 janvier 2020,440000.0
"Tunis, L'aouina",Maisons et Villas,5.0,3.0,500.0,À Louer,27 janvier 2020,1700.0
"Tunis, Autres villes",Appartements,2.0,1.0,70.0,À Vendre,27 janvier 2020,74000.0
"Tunis, Tunis",Maisons et Villas,5.0,1.0,180.0,À Vendre,27 janvier 2020,0.0
"Tunis, Autres villes",Bureaux et Plateaux,4.0,1.0,6.0,À Vendre,27 janvier 2020,650.0
"Tunis, Tunis",Colocations,1.0,1.0,100.0,À Louer,27 janvier 2020,130.0
"Tunis, Autres villes",Maisons et Villas,1.0,1.0,12.0,À Vendre,27 janvier 2020,45.0
"Tunis, L'aouina",Appartements,2.0,1.0,110.0,À Louer,27 janvier 2020,1700.0
"Tunis, Le Kram",Appartements,1.0,1.0,70.0,À Louer,27 janvier 2020,1600.0
"Tunis, Le Kram",Appartements,2.0,1.0,65.0,À Louer,27 janvier 2020,140.0
"Tunis, L'aouina",Appartements,3.0,1.0,133.0,À Vendre,27 janvier 2020,270.0
"Tunis, Menzah","Magasins, Commerces et Locaux industriels",1.0,190.0,,À Vendre,27 janvier 2020,200000.0
"Tunis, Autres villes",Maisons et Villas,6.0,3.0,415.0,À Vendre,27 janvier 2020,450000.0
"Tunis, Centre Ville - Lafayette",Terrains et Fermes,,,,,27 janvier 2020,1150000.0
"Tunis, Tunis",Colocations,2.0,1.0,100.0,À Louer,27 janvier 2020,0.0
"Tunis, Autres villes",Maisons et Villas,3.0,1.0,200.0,À Vendre,27 janvier 2020,0.0
"Tunis, La Marsa",Maisons et Villas,4.0,3.0,700.0,À Vendre,27 janvier 2020,1900000.0
"Tunis, Tunis",Maisons et Villas,8.0,6.0,496.0,À Vendre,27 janvier 2020,1200000.0
"Tunis, La Marsa",Appartements,2.0,1.0,92.0,À Vendre,27 janvier 2020,225.0
"Tunis, Ettahrir",Appartements,3.0,1.0,85.0,À Louer,27 janvier 2020,0.0
"Tunis, Tunis",Terrains et Fermes,,,,,27 janvier 2020,350.0
"Tunis, La Marsa",Appartements,2.0,1.0,100.0,À Louer,27 janvier 2020,200.0
"Tunis, Sidi Daoud",Maisons et Villas,5.0,5.0,66.0,À Vendre,27 janvier 2020,0.0
"Tunis, La Marsa",Appartements,3.0,2.0,130.0,À Vendre,27 janvier 2020,800000.0
"Tunis, Tunis",Appartements,1.0,1.0,33.0,À Louer,27 janvier 2020,400.0
"Tunis, Sidi Bou Said",Appartements,1.0,1.0,90.0,À Louer,27 janvier 2020,180.0
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",1.0,1.0,80.0,À Vendre,27 janvier 2020,360000.0
"Tunis, Autres villes",Colocations,2.0,1.0,50.0,À Louer,27 janvier 2020,600.0
"Tunis, Tunis",Maisons et Villas,3.0,1.0,1.0,À Louer,27 janvier 2020,90.0
"Tunis, Tunis",Maisons et Villas,2.0,1.0,1.0,À Louer,27 janvier 2020,90.0
"Tunis, Centre Ville - Lafayette",Appartements,2.0,1.0,33.0,À Louer,27 janvier 2020,400.0
"Tunis, Sidi Bou Said",Appartements,3.0,1.0,100.0,À Louer,27 janvier 2020,250.0
"Tunis, Autres villes",Terrains et Fermes,,,,,27 janvier 2020,0.0
"Tunis, L'aouina","Magasins, Commerces et Locaux industriels",1.0,1.0,30.0,À Louer,27 janvier 2020,2200.0
"Tunis, La Marsa",Maisons et Villas,3.0,2.0,200.0,À Louer,27 janvier 2020,3500.0
"Tunis, La Marsa",Maisons et Villas,3.0,5.0,1.0,À Louer,27 janvier 2020,1.0
"Tunis, La Marsa",Appartements,1.0,1.0,80.0,À Louer,27 janvier 2020,1100.0
"Tunis, L'aouina",Appartements,1.0,1.0,75.0,À Louer,27 janvier 2020,160.0
"Tunis, Menzah",Appartements,1.0,1.0,80.0,À Louer,27 janvier 2020,500.0
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",3.0,3.0,157.0,À Vendre,27 janvier 2020,600000.0
"Tunis, Sidi Hassine",Terrains et Fermes,,,,,27 janvier 2020,22000.0
"Tunis, Menzah","Magasins, Commerces et Locaux industriels",1.0,1.0,60.0,À Louer,27 janvier 2020,2500.0
"Tunis, Manar",Appartements,3.0,1.0,151.0,À Vendre,27 janvier 2020,360000.0
"Tunis, Carthage",Appartements,2.0,1.0,70.0,À Vendre,27 janvier 2020,280000.0
"Tunis, La Marsa",Appartements,2.0,1.0,100.0,À Louer,27 janvier 2020,800.0
"Tunis, Centre Urbain Nord",Bureaux et Plateaux,4.0,4.0,300.0,À Louer,27 janvier 2020,3000.0
"Tunis, La Marsa",Bureaux et Plateaux,2.0,1.0,60.0,À Louer,27 janvier 2020,750.0
"Tunis, L'aouina",Locations de vacances,1.0,1.0,70.0,À Louer,27 janvier 2020,150.0
"Tunis, Agba",Maisons et Villas,3.0,1.0,110.0,À Louer,27 janvier 2020,350.0
"Tunis, Ezzouhour",Appartements,2.0,1.0,80.0,À Louer,27 janvier 2020,450.0
"Tunis, La Marsa",Locations de vacances,1.0,1.0,69.0,À Louer,27 janvier 2020,1100.0
"Tunis, Médina","Magasins, Commerces et Locaux industriels",1.0,8.0,,À Vendre,27 janvier 2020,200000.0
"Tunis, Autres villes",Terrains et Fermes,,,,,27 janvier 2020,260.0
"Tunis, L'aouina",Appartements,1.0,1.0,60.0,À Louer,27 janvier 2020,950.0
"Tunis, Agba",Appartements,3.0,1.0,85.0,À Louer,27 janvier 2020,450.0
"Tunis, Carthage",Appartements,2.0,1.0,100.0,À Louer,27 janvier 2020,3000.0
"Tunis, Tunis",Appartements,1.0,1.0,1.0,À Louer,27 janvier 2020,350.0
"Tunis, Menzah",Maisons et Villas,3.0,2.0,200.0,À Vendre,27 janvier 2020,700.0
"Tunis, La Marsa",Appartements,3.0,1.0,200.0,À Louer,27 janvier 2020,3500.0
"Tunis, L'aouina","Magasins, Commerces et Locaux industriels",1.0,0.0,40.0,À Louer,27 janvier 2020,1200.0
"Tunis, La Marsa",Appartements,3.0,1.0,170.0,À Louer,27 janvier 2020,1700.0
"Tunis, La Marsa",Appartements,1.0,1.0,30.0,À Louer,27 janvier 2020,600.0
"Tunis, Menzah",Bureaux et Plateaux,3.0,1.0,130.0,À Louer,27 janvier 2020,1800.0
"Tunis, Autres villes",Appartements,3.0,1.0,130.0,À Louer,27 janvier 2020,70.0
"Tunis, Menzah",Bureaux et Plateaux,3.0,1.0,80.0,À Louer,27 janvier 2020,800.0
"Tunis, Autres villes",Terrains et Fermes,,,,,27 janvier 2020,160.0
"Tunis, La Marsa",Appartements,3.0,1.0,1.0,À Louer,27 janvier 2020,1800.0
"Tunis, Autres villes",Appartements,1222.0,1222.0,1252.0,À Louer,27 janvier 2020,1111.0
"Tunis, L'aouina",Appartements,3.0,2.0,134.0,À Vendre,27 janvier 2020,295000.0
"Tunis, L'aouina",Appartements,9.0,3.0,104.0,À Vendre,27 janvier 2020,140000.0
"Tunis, La Marsa",Terrains et Fermes,,,,,27 janvier 2020,255000.0
"Tunis, Sidi Daoud",Appartements,3.0,130.0,,À Vendre,27 janvier 2020,430.0
"Tunis, L'aouina",Appartements,3.0,2.0,151.0,À Vendre,27 janvier 2020,350000.0
"Tunis, Autres villes",Maisons et Villas,3.0,2.0,440.0,À Vendre,27 janvier 2020,980000.0
"Tunis, Hraïria","Magasins, Commerces et Locaux industriels",1.0,1.0,260.0,À Louer,27 janvier 2020,0.0
"Tunis, Carthage",Appartements,3.0,125.0,,À Vendre,27 janvier 2020,420000.0
"Tunis, Autres villes",Appartements,1.0,1.0,9999.0,À Louer,27 janvier 2020,0.0
"Tunis, Autres villes",Locations de vacances,1.0,0.0,12.0,À Louer,27 janvier 2020,900.0
"Tunis, Le Kram","Magasins, Commerces et Locaux industriels",3.0,2.0,143.0,À Vendre,27 janvier 2020,100000.0
"Tunis, L'aouina","Magasins, Commerces et Locaux industriels",2.0,120.0,,À Vendre,27 janvier 2020,430000.0
"Tunis, Tunis","Magasins, Commerces et Locaux industriels",2.0,1.0,85.0,À Louer,27 janvier 2020,0.0
"Tunis, Autres villes",Bureaux et Plateaux,2.0,1.0,54.0,À Vendre,27 janvier 2020,220000.0
"Tunis, Centre Urbain Nord",Bureaux et Plateaux,2.0,1.0,100.0,À Vendre,27 janvier 2020,342000.0
"Tunis, L'aouina",Autre Immobilier,,,,,27 janvier 2020,350.0
"Tunis, Menzah",Appartements,2.0,2.0,122.0,À Vendre,27 janvier 2020,290000.0
"Tunis, La Marsa",Locations de vacances,1.0,1.0,83.0,À Louer,27 janvier 2020,2500.0
"Tunis, Carthage",Appartements,1.0,1.0,79.0,À Vendre,27 janvier 2020,275000.0
"Tunis, Autres villes",Bureaux et Plateaux,3.0,1.0,84.0,À Louer,27 janvier 2020,1800.0
"Tunis, L'aouina",Appartements,1.0,1.0,76.0,À Vendre,27 janvier 2020,174800.0
"Tunis, Le Bardo",Maisons et Villas,4.0,1.0,112.0,À Vendre,27 janvier 2020,200000.0
"Tunis, L'aouina",Appartements,3.0,1.0,129.0,À Vendre,27 janvier 2020,240000.0
"Tunis, Le Kram",Appartements,1.0,1.0,90.0,À Louer,27 janvier 2020,1500.0
"Tunis, Tunis",Appartements,4.0,2.0,120.0,À Vendre,27 janvier 2020,0.0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",0.0,2.0,50.0,À Louer,27 janvier 2020,0.0
"Tunis, La Marsa",Appartements,2.0,2.0,124.0,À Vendre,27 janvier 2020,370000.0
"Tunis, Ettahrir",Maisons et Villas,2.0,1.0,90.0,À Louer,27 janvier 2020,550.0
"Tunis, La Marsa",Appartements,1.0,1.0,85.0,À Vendre,27 janvier 2020,243000.0
"Tunis, La Marsa",Terrains et Fermes,,,,,27 janvier 2020,1272000.0
"Tunis, Le Bardo",Terrains et Fermes,,,,,27 janvier 2020,1100.0
"Tunis, Autres villes",Maisons et Villas,4.0,1.0,120.0,À Vendre,27 janvier 2020,95000.0
"Tunis, L'aouina",Terrains et Fermes,,,,,27 janvier 2020,800000.0
"Tunis, La Marsa",Terrains et Fermes,,,,,27 janvier 2020,130000.0
"Tunis, La Marsa",Maisons et Villas,4.0,1000.0,,À Vendre,27 janvier 2020,0.0
"Tunis, La Marsa",Appartements,3.0,3.0,310.0,À Vendre,27 janvier 2020,740000.0
